제품명,가격
마이크론 Crucial P3 Plus 대원씨티에스 (2TB),"161,870"
마이크론 Crucial T500 히트싱크 M.2 NVMe 대원씨티에스 (1TB),"157,300"
Seagate 아이언울프 525 M.2 NVMe (500GB),"169,330"
마이크론 Crucial T500 M.2 NVMe 대원씨티에스 (2TB),"222,710"
"(파이슨) M.2 SSD NGFF 2242 S942 디지탈그리고나 128GB, 벌크 /내장형 SSD","45,620"
삼성전자 980 M2 NVMe 병행수입 (500GB),"71,240"
에센코어 KLEVV CRAS C720 2TB PCIe M.2 NVMe TLC,"259,070"
삼성전자 PM893 벌크 (3.84TB),"676,030"
태경리테일 UL-SATA3-512G,"42,700"
GIGABYTE SSD 제이씨현 (240GB),"33,280"
마이크론 Crucial T500 M.2 NVMe 대원씨티에스 (500GB),"98,800"
삼성전자 980 PRO M.2 NVMe 병행수입 (2TB),"252,270"
Seagate 아이언울프 525 M.2 NVMe (1TB),"308,700"
삼성전자 860 PRO 1TB(MZ-76P1TBBW) 병행수입,"692,020"
삼성전자 980 M.2 NVMe 병행수입 (1TB),"125,610"
Seagate 아이언울프 525 M.2 NVMe (2TB),"589,290"
SK하이닉스 Platinum P41 M.2 NVMe (500GB),"112,900"
마이크론 1300 SSD 벌크 (512GB),"61,000"
마이크론 Crucial P5 Plus 히트싱크 M.2 NVMe 아스크텍 (1TB),"130,010"
삼성전자 PM9A1 M.2 NVMe 병행수입 (2TB),"239,500"
마이크론 1300 SSD 벌크 (2TB),"208,000"
ADATA Ultimate SU650 (120GB),"21,800"
삼성전자 870 QVO 병행수입 (2TB),"228,140"
마이크론 1300 SSD 벌크 (1TB),"102,400"
GIGABYTE GP-GSM2NE3 M.2 2280 (256GB) 제이씨현,"43,080"
Western Digital WD Blue SN580 M.2 NVMe (250GB),"58,000"
트랜센드 MTE245S M.2 NVMe (500GB),"85,800"
Western Digital WD Blue SA510 (500GB),"67,270"
마이크론 2200 M.2 NVMe 벌크 (1TB),"103,500"
타무즈 GKM330 M.2 2280 (512GB),"56,060"
Western Digital WD Blue SN580 M.2 NVMe (2TB),"189,290"
KingDian S390 256GB,"26,000"
PNY CS1031 Gen3 M.2 NVMe 마이크로닉스 (256GB),"33,200"
타무즈 GKX370 mSATA (512GB),"66,710"
Western Digital WD Blue SN580 M.2 NVMe (500GB),"66,560"
키오시아 EXCERIA PRO M.2 NVMe (2TB),"234,530"
타무즈 GK500 (512GB),"77,900"
삼성전자 980 PRO 히트싱크 M.2 NVMe (2TB),"274,330"
HP S700 PRO 256GB,"63,500"
타무즈 GKM330 M.2 2242 (512GB),"74,260"
ESSENCORE KLEVV CRAS C910 Lite M.2 NVMe (500GB),"52,020"
마이크론 Crucial X9 Pro Portable SSD 아스크텍 (4TB),"411,860"
HP EX900 M.2 2280 250GB,"40,500"
마이크론 Crucial X10 Pro Portable SSD 아스크텍 (4TB),"483,620"
키오시아 EXCERIA PLUS G3 M.2 NVMe (2TB),"164,330"
한창코퍼레이션 Cloud M.2 Nvme 2280 (256GB),"29,840"
HP S700 250GB,"40,560"
마이크론 Crucial X10 Pro Portable SSD 아스크텍 (2TB),"256,890"
한창코퍼레이션 Cloud M.2 SATA 2280 (256GB),"29,850"
ADATA Ultimate SU800 2.5형 (256GB),"45,000"
트랜센드 MTE220S M.2 2280 (512GB),"75,920"
마이크론 Crucial X9 Pro Portable SSD 아스크텍 (2TB),"237,130"
한창코퍼레이션 Cloud M.2 Nvme 2280 (512GB),"49,710"
J&A LEVEN JP600 M.2 NVMe (256GB),"38,480"
MTros MS920 NVME 512GB,"70,720"
마이크론 Crucial X10 Pro Portable SSD 아스크텍 (1TB),"164,330"
한창코퍼레이션 Cloud M.2 SATA 2280 (512GB),"47,530"
J&A LEVEN JMS600 mSATA (256GB),"41,810"
마이크론 Crucial X9 Pro Portable SSD 아스크텍 (1TB),"144,570"
트랜센드 MTE400S M.2 2242 NVMe (2TB),"268,330"
(트랜센드) SSD370S 256GB /내장형 SSD,"158,610"
한창코퍼레이션 Cloud M.2 Nvme 2280 (1TB),"88,200"
파이슨 M.2 NVMe 2280 S57 벌크 (512GB),"170,980"
트랜센드 MTE110S M.2 2280 (256GB),"42,100"
한창코퍼레이션 Cloud M.2 SATA 2280 (1TB),"84,240"
ADATA LEGEND 850 M.2 NVMe (512GB),"63,440"
ADATA Ultimate SU650 (240GB),"32,600"
J&A LEVEN JM600 M.2 SATA (256GB),"30,100"
파이슨 SE25 2.5 SSD 512GB (벌크),"45,620"
트랜센드 SSD230S (256GB),"47,840"
트랜센드 MTS820 Portable SSD (240GB),"60,840"
ADATA LEGEND 850 M.2 NVMe (1TB),"105,040"
"(파이슨) M.2 SSD NGFF 2242 S942 디지탈그리고나 256GB, 벌크 /내장형 SSD","64,090"
(ADATA) Ultimate SU650 240GB / 내장형 SSD,"32,580"
MSI SPATIUM M450 M.2 NVMe (500GB),"59,000"
파이슨 S11MS mSATA 벌크 (256GB),"39,110"
TeamGroup T-Force VULCAN G (512GB) 아인스,"62,400"
MSI SPATIUM M450 M.2 NVMe (1TB),"107,000"
e-STAR M.2 2280 ST381 1TB,"65,520"
ESSENCORE KLEVV NEO N610 (1TB),"109,900"
ESSENCORE KLEVV CRAS C710 M.2 2280 (1TB),"83,300"
삼성전자 PM981 M.2 NVMe 벌크 (512GB),"72,800"
트랜센드 MTS820S M.2 2280 (480GB),"60,840"
EXASCEND EXPC3M M.2 2280 (1TB),"139,220"
Western Digital WD Blue SA510 (4TB),"360,370"
트랜센드 MTS820 Portable SSD (480GB),"83,200"
PNY CS900 제이씨현 (250GB),"29,120"
HP FX900 Plus M.2 NVMe (512GB),"65,000"
e-star e-STAR Elite S91 512GB (3D TLC),"56,490"
PNY CS900 제이씨현 (1TB),"88,300"
PATRIOT P300 M.2 NVMe (2TB),"175,980"
HIKSEMI FUTURE M.2 NVMe (512GB),"60,840"
Western Digital WD BLACK SN770M M.2 2230 NVMe (1TB),"147,690"
RiTEK T801 M.2 NVMe (256GB),"53,230"
HIKSEMI FUTURE M.2 NVMe (1TB),"98,800"
Western Digital WD BLACK SN770M M.2 2230 NVMe (2TB),"282,890"
이메이션 C321 (512GB),"47,840"
마이크론 1300 SSD (512GB) 벌크,"62,920"
HIKSEMI FUTURE M.2 NVMe (2TB),"176,810"
HP EX920 M.2 2280 1TB,"182,000"
HIKSEMI FUTURE M.2 NVMe (4TB),"368,170"
래안텍 RASSD620 M.2 NVMe (512GB),"82,160"
Western Digital WD Blue SA510 M.2 SATA (250GB),"57,200"
HP EX950 M.2 2280 1TB,"102,960"
Western Digital WD Blue SA510 (250GB),"57,200"
Seagate 아이언울프 125 SSD (250GB),"86,160"
HP EX900 M.2 2280 1TB,"99,300"
ADATA LEGEND 710 M.2 NVMe (1TB),"98,610"
HP EX950 M.2 2280 2TB,"168,490"
타무즈 M720 PRO M.2 2280 (512GB),"105,880"
Western Digital WD Blue SA510 (1TB),"113,360"
J&A LEVEN Series JS600 1TB TLC,"84,760"
트랜센드 MTE110S M.2 2280 (512GB),"60,840"
삼성전자 PM981a M.2 2280 벌크 (256GB),"50,960"
Western Digital WD Blue SA510 M.2 SATA (500GB),"70,200"
SONY SL-EG2 240GB / BT SYM,"123,760"
HIKSEMI E100 (256GB),"27,350"
마이크론 Crucial T705 M.2 NVMe 대원씨티에스 (1TB),"296,580"
트랜센드 SSD230S (512GB),"71,760"
삼성전자 970 EVO Plus M.2 2280 (250GB),"74,930"
(STCOM) ALPHA SSD (240GB),"104,000"
HIKSEMI E3000 M.2 NVMe (256GB),"31,200"
HIKSEMI WAVE (1TB),"97,240"
마이크론 Crucial T705 M.2 NVMe 대원씨티에스 (2TB),"477,380"
트랜센드 MTS830S M.2 2280 (512GB),"77,380"
트랜센드 SSD225S (2TB),"238,960"
TeamGroup MP33 M.2 NVMe (256GB),"30,100"
타무즈 GKX570 mSATA 벌크 (512GB),"87,780"
마이크론 Crucial T705 히트싱크 M.2 NVMe 대원씨티에스 (2TB),"507,540"
GIGABYTE SSD (1TB),"92,560"
TeamGroup T-Force DELTA RGB WHITE 250GB 가넷,"61,600"
마이크론 Crucial T700 히트싱크 M.2 NVMe 아스크텍 (4TB),"820,500"
TeamGroup MS30 M.2 SATA (256GB),"31,270"
삼성전자 970 EVO Plus M.2 2280 (500GB),"85,940"
크로셀 CORE (240GB),"36,400"
ADATA LEGEND 850 M.2 NVMe (2TB),"187,210"
트랜센드 MTE250S M.2 NVMe (1TB),"132,090"
크로셀 CORE (512GB),"53,230"
타무즈 RXK550 벌크 (256GB),"29,120"
Western Digital SN540 M.2 NVMe 벌크 (512GB),"47,290"
ADATA XPG SX8100 M.2 2280 (1TB),"104,500"
트랜센드 MTE250H M.2 NVMe (2TB),"221,300"
크로셀 CORE (500GB),"52,690"
PATRIOT P300 M.2 NVMe (256GB),"29,000"
HIKSEMI E100 (512GB),"43,160"
Seagate 파이어쿠다 530 M.2 NVMe (1TB),"200,320"
인텔 670p M.2 NVMe 벌크 (512GB),"51,790"
ADATA Ultimate SU800 2.5형 (1TB),"106,600"
트랜센드 MTE250H M.2 NVMe (1TB),"138,180"
M.2 SSD MS30 256GB (3D-TLC) 서린,"29,960"
ADATA LEGEND 970 M.2 NVMe (1TB),"241,100"
HIKSEMI E3000 M.2 NVMe (512GB),"50,960"
Seagate 파이어쿠다 530 M.2 NVMe (2TB),"356,840"
타무즈 GKV750 M.2 NVMe (512GB),"48,360"
타무즈 M740 M.2 NVMe 벌크 (512GB),"49,400"
Seagate 파이어쿠다 530 M.2 NVMe (4TB),"857,610"
TeamGroup GX1 (240GB),"24,230"
장우컴퍼니 PM9A1 M.2 NVMe 병행수입 (512GB) 삼성전자,"73,790"
타무즈 RXK550 벌크 (512GB),"46,280"
타무즈 M720 PRO M.2 2280 (1TB),"237,920"
마이크론 2400 M.2 NVMe 벌크 (512GB),"50,970"
장우컴퍼니 PM9A1 M.2 NVMe 병행수입 (1TB) 삼성전자,"107,500"
타무즈 GKV750 M.2 NVMe (1TB),"85,180"
마이크론 2300 M.2 2280 NVMe (2TB) SSD,"184,090"
트랜센드 MTE410S M.2 2242 NVMe (512GB),"92,560"
컴이지 KINGDOM PM M.2 SATA 벌크 (512GB),"48,880"
트랜센드 SSD230S (1TB),"133,490"
삼성전자 PM9B1 M.2 NVMe 병행수입 (512GB),"65,000"
HIKSEMI E100 (1TB),"88,400"
트랜센드 MTS830S M.2 2280 (1TB),"138,330"
삼성전자 970 EVO Plus M.2 2280 (1TB),"139,370"
HIKSEMI E3000 M.2 NVMe (2TB),"149,770"
HIKSEMI E3000 M.2 NVMe (1024GB),"89,440"
Biostar M760 M.2 NVMe (512GB),"51,900"
타무즈 RXK550Q (500GB),"49,400"
마이크로닉스 WARP B2 (128GB),"19,000"
삼성전자 870 EVO 병행수입 (2TB),"238,170"
마이크로닉스 WARP B2 (256GB),"32,500"
Seagate 아이언울프 510 M.2 NVMe (1.92TB),"560,270"
마이크론 Crucial P5 Plus 히트싱크 M.2 NVMe 대원씨티에스 (1TB),"126,820"
트랜센드 MTE410S M.2 2242 NVMe (1TB),"149,770"
마이크로닉스 WARP B2 (512GB),"54,700"
디오테라 VIVA 300S LITE mSATA 256GB,"41,600"
트랜센드 MTE410S M.2 2242 NVMe (2TB),"278,730"
래안텍 RASSD620 M.2 NVMe (256GB),"50,960"
마이크론 Crucial P5 Plus M.2 NVMe 아스크텍 (500GB),"74,170"
디오테라 VIVA 400s 240GB,"24,750"
Seagate 아이언울프 125 SSD (4TB),"582,600"
MSI SPATIUM M480 PRO M.2 NVMe (1TB),"126,000"
인텔 DC P4610 (1.6TB),"814,770"
마이크론 Crucial P5 Plus M.2 NVMe 아스크텍 (1TB),"136,240"
디오테라 VIVA 300S LITE M.2 2280 256GB,"36,700"
삼성전자 870 EVO (250GB),"70,360"
디오테라 ROIPLE DOVE SSD (256GB),"31,720"
마이크론 2400 M.2 2230 NVMe (2TB),"222,570"
삼성전자 870 EVO (500GB),"73,350"
삼성전자 980 PRO M.2 NVMe (2TB),"260,010"
디오테라 ROIPLE Ray M.2 NVMe (256GB),"36,700"
젬스톤 GSTON GEMS250 벌크 (128GB),"17,580"
키오시아 EXCERIA PLUS G3 M.2 NVMe (1TB),"94,640"
HP FX900 Pro M.2 NVMe 512GB,"75,900"
마이크론 Crucial T500 히트싱크 M.2 NVMe 아스크텍 (2TB),"272,490"
삼성전자 PM991 M.2 NVMe 벌크 (256GB),"32,030"
HP FX900 Pro M.2 NVMe 1TB,"129,900"
마이크론 Crucial T700 M.2 NVMe 아스크텍 (2TB),"415,900"
마이크론 Crucial T500 M.2 NVMe 아스크텍 (2TB),"225,000"
HP FX900 Pro M.2 NVMe 2TB,"221,500"
비트엠 Newsync BITS (2TB),"161,210"
마이크론 Crucial T500 M.2 NVMe 아스크텍 (1TB),"127,000"
TeamGroup GX2 (512GB),"43,600"
삼성전자 870 EVO (1TB),"143,530"
마이크론 Crucial T500 히트싱크 M.2 NVMe 아스크텍 (1TB),"158,090"
트랜센드 MTE110S M.2 NVMe (2TB),"198,650"
삼성전자 870 EVO (2TB),"249,860"
Western Digital WD Green SN350 M.2 NVMe (1TB),"89,060"
솔리다임 P41-PLUS M.2 NVMe (512GB),"58,240"
이코모 EX300 mSATA (256GB),"40,200"
마이크론 Crucial T500 M.2 NVMe 아스크텍 (500GB),"98,590"
솔리다임 P41 PLUS M.2 NVMe (1TB),"95,700"
이코모 E42 M.2 2242 (256GB),"65,170"
ADATA XPG SX8200 Pro M.2 2280 코잇 (2TB),"184,200"
솔리다임 P41 PLUS M.2 NVMe (2TB),"166,400"
Western Digital WD Green SSD 480GB,"53,040"
PATRIOT P300 M.2 NVMe (128GB),"18,700"
(갤럭시) GALAX HOF Pro M.2 2280 (2TB),"677,000"
HP EX900 Plus M.2 NVMe 2TB,"158,090"
TeamGroup MP44L M.2 NVMe 서린 (2TB),"170,250"
Western Digital BLUE 3D SSD 2TB,"429,400"
Western Digital WD BLACK SN850X 히트싱크 M.2 NVMe (2TB),"286,010"
(갤럭시) GALAX HOF Pro M.2 2280 (1TB),"355,690"
타무즈 M740 M.2 2230 NVMe (512GB),"71,660"
Colorful CN600 DDR M.2 NVMe 디앤디컴 (512GB),"50,960"
Western Digital WD Green SSD (1TB),"91,700"
타무즈 M740 M.2 2230 NVMe (1TB),"94,640"
ADATA LEGEND 970 M.2 NVMe (2TB),"410,800"
Western Digital BLUE 3D SSD (1TB),"178,900"
한창코퍼레이션 WIN M.2 NVMe SSD (128GB),"19,970"
디오테라 VIVA 300S LITE M.2 2280 1TB,"94,030"
한창코퍼레이션 WIN SSD (120GB),"17,160"
"앱코 AGM M.2 NVMe (S256, 256GB)","32,700"
디오테라 ROIPLE Ray M.2 NVMe (1TB),"96,200"
한창코퍼레이션 WIN SSD (128GB),"17,680"
"앱코 AGM M.2 NVMe (S512, 512GB)","61,300"
한창코퍼레이션 WIN M.2 NVMe SSD (256GB),"31,410"
커세어 CORSAIR HYDRO X SERIES MP600 PRO HXE M.2 NVMe (2TB),"571,430"
TeamGroup MP33 M.2 NVMe 512G 아인스,"50,230"
"앱코 AGM M.2 NVMe (S1T, 1TB)","92,500"
한창코퍼레이션 WIN SSD (240GB),"25,900"
ADATA Ultimate SU650 (256GB),"33,700"
ADATA Ultimate SU650 (512GB),"53,300"
Ace A55 256GB,"27,980"
한창코퍼레이션 WIN SSD (256GB),"26,300"
디오테라 ROIPLE Ray UP M.2 NVMe (1TB),"136,830"
마이크로닉스 WARP HB1 (256GB),"30,580"
한창코퍼레이션 WIN M.2 NVMe SSD (512GB),"49,720"
실리콘파워 P34 A60 M.2 2280 (256GB),"31,280"
한창코퍼레이션 WIN SSD (512GB),"48,780"
삼성전자 PM9A1 M.2 NVMe 병행수입 (256GB),"51,900"
한창코퍼레이션 WIN M.2 NVMe SSD (1TB),"94,960"
PNY CS1031 Gen3 M.2 NVMe (256GB),"30,100"
엠씨케이글로벌 OUTTON MK-500 LITE M.2 NVMe (256GB),"27,500"
마이크론 2300 M.2 NVMe 디어스엠 벌크 (2TB),"181,820"
한창코퍼레이션 WIN SSD (1TB),"90,890"
이메이션 A320 (240GB),"27,560"
이메이션 C321 256GB,"28,590"
마이크론 Crucial T705 히트싱크 M.2 NVMe 아스크텍 (4TB),"917,320"
비트엠 Newsync BITS M.2 NVMe (512GB),"54,310"
엠씨케이글로벌 OUTTON MK-500 LITE M.2 NVMe (1TB),"91,000"
마이크론 Crucial T705 히트싱크 M.2 NVMe 대원씨티에스 (4TB),"958,170"
이메이션 X931 M.2 2280 256GB,"50,900"
마이크론 Crucial T705 M.2 NVMe 대원씨티에스 (4TB),"876,760"
이메이션 MS631 mSATA (256GB),"45,750"
이메이션 C321 (1TB),"86,230"
디지탈그리고나 이코모 E25 2.5 SSD (256GB),"27,170"
마이크론 Crucial T700 M.2 NVMe 아스크텍 (4TB),"768,800"
마이크론 Crucial T700 M.2 NVMe 대원씨티에스 (4TB),"768,800"
삼성전자 PM991a M.2 NVMe 병행수입 (256GB),"32,020"
큐닉스그룹 큐닉스 PLASMA SERIES SSD 벌크 (256GB),"33,390"
SK하이닉스 BC711 M.2 NVMe 병행수입 (256GB),"54,080"
삼성전자 PM991a M.2 NVMe 벌크 (128GB),"9,500"
SK하이닉스 BC711 M.2 NVMe 병행수입 (512GB),"61,430"
타무즈 M740 M.2 2242 NVMe (256GB),"64,380"
PNY CS1031 Gen3 M.2 NVMe 제이씨현 (500GB),"59,280"
타무즈 M740 M.2 2242 NVMe (512GB),"79,980"
ADATA LEGEND 700 M.2 NVMe (256GB),"32,310"
타무즈 GK300 (1TB),"79,440"
SK하이닉스 BC711 M.2 NVMe 병행수입 (1TB),"109,520"
타무즈 M740 M.2 2242 NVMe (1TB),"132,610"
ADATA LEGEND 700 M.2 NVMe (512GB),"54,300"
타무즈 GKM330 M.2 2280 (1TB),"99,740"
ADATA LEGEND 700 M.2 NVMe (1TB),"97,800"
타무즈 GKX370 mSATA (1TB),"109,000"
PNY CS900 마이크로닉스 (500GB),"47,100"
SK하이닉스 BC711 M.2 NVMe 벌크 (256GB),"36,400"
타무즈 RX550 240GB,"28,600"
ADATA LEGEND 960 M.2 NVMe (2TB),"198,600"
삼성전자 870 QVO 병행수입 (1TB),"149,920"
이메이션 Q831 M.2 NVMe (2TB),"143,530"
타무즈 GK300 (240GB),"27,040"
삼성전자 870 EVO (4TB),"442,020"
타무즈 GK300 (120GB),"20,910"
HP FX900 Pro M.2 NVMe 4TB,"444,100"
J&A LEVEN JS600 (256GB),"26,830"
타무즈 GK300 (128GB),"20,180"
트랜센드 ESD370C SSD (250GB),"75,700"
트랜센드 MTE110S M.2 2280 (1TB),"109,700"
SK하이닉스 PC801 M.2 NVMe 벌크 (256GB),"32,240"
트랜센드 ESD370C SSD (500GB),"95,600"
타무즈 GKM330 M.2 2280 (256GB),"32,240"
트랜센드 MTE220S M.2 2280 (1TB),"126,370"
트랜센드 MTE245S M.2 NVMe (1TB),"118,560"
TeamGroup MP33 PRO M.2 NVMe (512GB),"52,520"
트랜센드 ESD370C SSD (1TB),"126,020"
타무즈 GKX370 mSATA (256GB),"38,380"
트랜센드 SSD220Q (1TB),"108,680"
마이크론 Crucial X9 Pro Portable SSD 대원씨티에스 (1TB),"144,570"
트랜센드 MTE245S M.2 NVMe (2TB),"194,490"
엠씨케이글로벌 OUTTON MK-500 벌크 (120GB),"15,080"
삼성전자 990 PRO M.2 NVMe (2TB),"289,130"
타무즈 GK500 (256GB),"59,800"
트랜센드 SSD220Q (2TB),"237,130"
트랜센드 MTE245S M.2 NVMe (4TB),"399,380"
엠씨케이글로벌 OUTTON MK-500 LITE mSATA (128GB),"28,290"
트랜센드 SSD230S (2TB),"249,350"
MSI SPATIUM M480 PRO M.2 NVMe (2TB),"219,000"
엠씨케이글로벌 OUTTON MK-500 LITE M.2 2242 SATA (128GB),"22,810"
(e-STAR) Half Slim 산업용 SSD i1000 64GB /내장형 SSD,"54,960"
타무즈 GKM330 M.2 2242 (256GB),"38,790"
파이슨 M.2 2280 S981 1TB (벌크),"141,230"
삼성전자 990 EVO M.2 NVMe (2TB),"266,160"
HP S650 120GB,"24,130"
타무즈 GK600 PRIME (250GB),"53,040"
삼성전자 990 EVO M.2 NVMe (1TB),"161,870"
엠씨케이글로벌 OUTTON MK-500 벌크 (240GB),"30,960"
삼성전자 870 EVO 병행수입 (4TB),"421,220"
마이크론 Crucial T700 히트싱크 M.2 NVMe 아스크텍 (1TB),"266,900"
HP S650 240GB,"37,440"
Western Digital WD BLACK SN770 M.2 NVMe (1TB),"109,200"
(e-STAR) Half Slim 산업용 SSD i1000 32GB /내장형 SSD,"44,970"
마이크론 Crucial MX500 아스크텍 (4TB),"416,020"
Western Digital WD BLACK SN770 M.2 NVMe (2TB),"185,080"
Western Digital WD BLACK SN770 M.2 NVMe (500GB),"86,840"
(e-STAR) SATADOM SDOM 벌크 디지탈그리고나 16GB /내장형 SSD,"41,270"
트랜센드 MSA370 mSATA (256GB),"158,090"
삼성전자 860 PRO (256GB),"274,850"
이메이션 Q971 M.2 NVMe (1TB),"92,040"
트랜센드 MTS420S M.2 2242 SATA (120GB),"25,900"
J&A LEVEN JMS600 mSATA (64GB),"22,880"
트랜센드 MTS820S M.2 2280 (240GB),"39,410"
이메이션 Q971 M.2 NVMe (2TB),"156,010"
마이크론 2400 M.2 2230 NVMe 아스크텍 (2TB),"222,570"
CORSAIR MP600 MINI M.2 2230 NVMe (1TB),"212,300"
트랜센드 MTS830S M.2 2280 (256GB),"49,920"
